Orthogroup_ID,Connectivity,Species_Count,Water_Buffalo,Wild_Yak,Takin
3,13,0.126,XP_052512553.1,"XP_025124335.1,XP_044787142.1,XP_006043185.1,XP_025124334.1","XP_070242967.1,XP_070242968.1,XP_070242971.1,XP_070242972.1,XP_070242974.1,XP_070242975.1,XP_070242970.1,XP_070242969.1"
3,13,0.122,XP_052517824.1,"XP_044799737.2,XP_044799736.2,XP_044799735.2,XP_044799739.2,XP_044799738.2,XP_044799740.2","XP_070215137.1,XP_070215138.1,XP_070215135.1,XP_070215136.1,XP_070215134.1,XP_070215139.1"
3,13,0.121,XP_052491977.1,"XP_045020585.1,XP_044794089.2,XP_044794092.2,XP_044794090.2,XP_044794094.2","XP_070238678.1,XP_070238647.1,XP_070238638.1,XP_070238601.1,XP_070238611.1,XP_070238621.1,XP_070238630.1"
3,13,0.121,XP_052510655.1,"XP_044786322.2,XP_025123758.3","XP_070242531.1,XP_070242533.1,XP_070242536.1,XP_070242532.1,XP_070242538.1,XP_070242535.1,XP_070242539.1,XP_070242540.1,XP_070242534.1,XP_070242537.1"
3,13,0.119,"XP_052498838.1,XP_052498841.1,XP_052498840.1,XP_052498839.1","XP_006068400.2,XP_044804564.1,XP_006068399.2,XP_044804563.1,XP_044804565.1","XP_005902971.3,XP_070229741.1,XP_005902970.2,XP_070229740.1"
3,13,0.11,"XP_052492781.1,XP_052492782.1","XP_044801015.1,XP_044801016.1,XP_025144628.1,XP_025144629.1,XP_006052623.1","XP_070224263.1,XP_070224264.1,XP_005894260.1,XP_070224262.1,XP_070224260.1,XP_070224261.1"
3,13,0.106,XP_052495221.1,"XP_044803069.1,XP_044803068.1,XP_044803067.1,XP_044803063.1,XP_044803065.1,XP_044803064.1","XP_070225108.1,XP_070225105.1,XP_070225104.1,XP_070225110.1,XP_070225107.1,XP_070225106.1"
3,13,0.102,XP_052494611.1,"XP_006055338.3,XP_006055335.3,XP_006055336.3,XP_044802668.2,XP_006055337.3,XP_006055339.3,XP_044802669.2","XP_070225545.1,XP_005902939.1,XP_070225546.1,XP_070225547.1,XP_070225548.1"
3,13,0.102,"XP_052498443.1,XP_052518815.1,XP_052518816.1,XP_052518817.1,XP_052498439.1","XP_006058922.1,XP_006051911.1,XP_006051912.1,XP_006058920.1","XP_014336989.1,XP_005901086.1,XP_014335360.1,XP_070229583.1"
3,12,0.667,"XP_052492706.1,XP_052492708.1,XP_052492707.1,XP_052492709.1","XP_006052089.1,XP_025145179.3,XP_006052090.1,XP_006052091.1","XP_070223418.1,XP_070223419.1,XP_070223420.1,XP_005898761.1"
3,12,0.667,"XP_052492761.1,XP_052492758.1,XP_052492759.1,XP_052492760.1","XP_006077648.1,XP_025144856.1,XP_025144857.1,XP_006077646.1","XP_070224525.1,XP_070224523.1,XP_070224524.1,XP_005892718.1"
3,12,0.667,"XP_052493560.1,XP_052493561.1,XP_052493562.1,XP_052493563.1","XP_006049658.3,XP_006049660.3,XP_006049661.3,XP_006049659.3","XP_070224083.1,XP_070224084.1,XP_070224085.1,XP_005897299.2"
3,12,0.667,"XP_052496380.1,XP_052503012.1,XP_052503849.1,XP_052516919.1","XP_006044050.1,XP_006063116.1,XP_006058509.1,XP_006046012.1","XP_005892532.2,XP_005897701.1,XP_005897776.1,XP_005896764.1"
3,12,0.667,"XP_052498483.1,XP_052498482.1,XP_052498481.1,XP_052498480.1","XP_006046859.2,XP_006046858.2,XP_006046857.2,XP_006046856.2","XP_070229812.1,XP_005890821.1,XP_070229810.1,XP_005890820.1"
3,12,0.667,"XP_052498632.1,XP_052498635.1,XP_052498633.1,XP_052498634.1","XP_025148619.2,XP_006046936.2,XP_025148620.2,XP_044803630.1","XP_070230309.1,XP_070230307.1,XP_070230308.1,XP_014332782.1"
3,12,0.667,"XP_052502592.1,XP_052502593.1,XP_052502594.1,XP_052502595.1","XP_045018073.1,XP_025152161.2,XP_025152162.2,XP_025152163.2","XP_070233341.1,XP_070233342.1,XP_070233343.1,XP_070233344.1"
3,12,0.667,"XP_052503821.1,XP_052503822.1,XP_052503823.1,XP_052503824.1","XP_025117615.1,XP_006044153.1,XP_006044154.1,XP_006044155.1","XP_005908846.2,XP_070234958.1,XP_070234959.1,XP_070234960.1"
3,12,0.667,"XP_052504473.1,XP_052504474.1,XP_052504475.1,XP_052504476.1","XP_006073834.1,XP_006073835.1,XP_006073836.1,XP_006073838.1","XP_070235198.1,XP_070235199.1,XP_070235200.1,XP_005911367.1"
3,12,0.667,"XP_052506673.1,XP_052506674.1,XP_052506676.1,XP_052506677.1","XP_006063233.1,XP_006063234.1,XP_006063235.1,XP_006063236.1","XP_005906534.1,XP_005906535.1,XP_005906537.1,XP_005906538.1"
3,12,0.667,"XP_052506678.1,XP_052506679.1,XP_052506680.1,XP_052506681.1","XP_006063238.1,XP_006063239.1,XP_025120469.1,XP_006063240.1","XP_005906539.1,XP_005906540.1,XP_070237040.1,XP_005906541.1"
3,12,0.667,"XP_052509355.1,XP_052509356.1,XP_052509357.1,XP_052509358.1","XP_025122336.1,XP_006042178.1,XP_006042179.1,XP_006042180.1","XP_070239944.1,XP_070239945.1,XP_070239946.1,XP_005907168.1"
3,12,0.667,"XP_052511106.1,XP_052511109.1,XP_052511107.1,XP_052511110.1","XP_044785821.1,XP_044785820.1,XP_044785819.1,XP_044785818.1","XP_070241915.1,XP_070241913.1,XP_070241914.1,XP_070241912.1"
3,12,0.667,"XP_052511359.1,XP_052511356.1,XP_052511357.1,XP_052511358.1","XP_025124457.1,XP_006076545.1,XP_025124459.1,XP_044802553.1","XP_070244532.1,XP_070244533.1,XP_005891005.1,XP_005891006.1"
3,12,0.667,"XP_052511721.1,XP_052511718.1,XP_052511719.1,XP_052511720.1","XP_025124951.1,XP_044787236.1,XP_044787237.1,XP_044787238.1","XP_070243729.1,XP_070243730.1,XP_070243732.1,XP_070243731.1"
3,12,0.667,"XP_052513089.1,XP_052513074.1,XP_052513082.1,XP_052513058.1","XP_025134435.1,XP_025134436.1,XP_025134437.1,XP_025134438.1","XP_070239636.1,XP_070239649.1,XP_070239641.1,XP_070239655.1"
3,12,0.667,"XP_052513878.1,XP_052513879.1,XP_052513876.1,XP_052513877.1","XP_025136957.1,XP_025136956.1,XP_006065492.1,XP_006065491.1","XP_070246671.1,XP_070246669.1,XP_005892348.1,XP_070246668.1"
3,12,0.667,"XP_052514989.1,XP_052514987.1,XP_052520155.1,XP_052520154.1","XP_006074204.1,XP_006074205.1,XP_006074206.1,XP_006074207.1","XP_005892841.1,XP_005892842.1,XP_005892843.1,XP_005892844.1"
3,12,0.667,"XP_052518208.1,XP_052518214.1,XP_052518221.1,XP_052518229.1","XP_025134451.2,XP_006055526.2,XP_025134452.2,XP_025134453.2","XP_070239436.1,XP_070239445.1,XP_070239455.1,XP_005895948.1"
3,12,0.667,"XP_052518943.1,XP_052518944.1,XP_052518945.1,XP_052518947.1","XP_025132693.1,XP_006048240.1,XP_006048241.1,XP_006048243.1","XP_005895698.1,XP_014333670.1,XP_014333671.1,XP_014333672.1"
3,12,0.583,"XP_052491542.1,XP_052491543.1,XP_052491544.1","XP_006051487.3,XP_006051488.3,XP_044789197.2,XP_006051489.3","XP_070214956.1,XP_070214957.1,XP_070214958.1,XP_070214959.1,XP_005900864.1"
3,12,0.583,"XP_052491546.1,XP_052491545.1,XP_052497353.1","XP_044789234.1,XP_044783087.2,XP_025130154.1,XP_025130162.1,XP_044783085.2","XP_070214960.1,XP_070214961.1,XP_070214962.1,XP_070232705.1"
3,12,0.583,"XP_052492347.1,XP_052492346.1","XP_025131133.1,XP_025131134.1,XP_025131135.1,XP_025131136.1,XP_025131137.1","XP_070218819.1,XP_070218818.1,XP_070218815.1,XP_070218816.1,XP_070218817.1"
3,12,0.583,"XP_052492686.1,XP_052492687.1,XP_052492688.1,XP_052492689.1,XP_052492690.1","XP_006052582.1,XP_025144591.1,XP_006052581.1,XP_006052583.1,XP_006052584.1","XP_070224216.1,XP_005894291.1"
3,12,0.583,"XP_052493167.1,XP_052493166.1,XP_052493165.1","XP_044800999.2,XP_044800998.2,XP_044800997.2,XP_025144602.3,XP_044801000.2","XP_070224228.1,XP_070224227.1,XP_070224226.1,XP_070224225.1"
3,12,0.583,"XP_052494190.1,XP_052494191.1,XP_052494194.1","XP_025144761.1,XP_025144762.1,XP_025144763.1,XP_044801110.1","XP_070224347.1,XP_070224348.1,XP_070224349.1,XP_070224353.1,XP_070224355.1"
3,12,0.583,"XP_052494284.1,XP_052494283.1,XP_052494285.1,XP_052494286.1,XP_052494287.1","XP_025149937.3,XP_006048787.4,XP_006048788.4,XP_044804586.2,XP_006048789.4","XP_005910607.2,XP_070233248.1"
3,12,0.583,"XP_052494293.1,XP_052494294.1","XP_045022285.1,XP_025146658.1,XP_044802392.1,XP_044802393.1,XP_044802390.2","XP_070225925.1,XP_070225921.1,XP_070225922.1,XP_070225923.1,XP_070225924.1"
3,12,0.583,"XP_052494855.1,XP_052494856.1","XP_006049673.2,XP_006049675.2,XP_006049674.2,XP_025147658.2,XP_044803037.2","XP_070225053.1,XP_070225054.1,XP_070225055.1,XP_070225056.1,XP_070225057.1"
3,12,0.583,"XP_052498638.1,XP_052498639.1,XP_052498641.1","XP_044803632.1,XP_006046939.1,XP_006046940.1,XP_006046941.1","XP_070230313.1,XP_005911806.2,XP_070230315.1,XP_070230316.1,XP_070230317.1"
3,12,0.583,"XP_052500813.1,XP_052500814.1,XP_052500815.1,XP_052500816.1,XP_052500817.1","XP_006057289.2,XP_025137401.2","XP_070231856.1,XP_070231857.1,XP_070231858.1,XP_070231859.1,XP_005887911.1"
3,12,0.583,"XP_052501120.1,XP_052501121.1,XP_052501122.1","XP_025137555.1,XP_044796001.1,XP_044796002.1,XP_006063521.1","XP_070231696.1,XP_070231697.1,XP_070231699.1,XP_070231700.1,XP_070231701.1"
3,12,0.583,"XP_052501358.1,XP_052501356.1,XP_052501357.1","XP_044796378.2,XP_044796375.2,XP_044796376.2,XP_044796374.2,XP_044796377.2","XP_070231218.1,XP_070231219.1,XP_070231216.1,XP_070231217.1"
3,12,0.583,"XP_052501847.1,XP_052501848.1,XP_052501849.1,XP_052501850.1,XP_052501851.1","XP_025150363.1,XP_025150364.1,XP_006041801.1","XP_070232724.1,XP_070232726.1,XP_070232727.1,XP_014335985.1"
3,12,0.583,"XP_052502294.1,XP_052502293.1,XP_052502296.1","XP_006066568.3,XP_006066569.3,XP_006066566.3,XP_045018048.1,XP_025151853.3","XP_005895515.2,XP_070233585.1,XP_070233586.1,XP_070233584.1"
3,12,0.583,"XP_052502709.1,XP_052502710.1,XP_052502712.1,XP_052502711.1","XP_025151693.1,XP_025151691.1,XP_025151692.1,XP_044781143.1,XP_025151694.1","XP_070234330.1,XP_070234331.1,XP_070234329.1"
3,12,0.583,"XP_052503619.1,XP_052503620.1,XP_052503621.1,XP_052503622.1","XP_044782237.1,XP_044782242.1,XP_044782243.1","XP_070235162.1,XP_070235164.1,XP_070235165.1,XP_070235166.1,XP_070235167.1"
3,12,0.583,"XP_052504792.1,XP_052504793.1,XP_052504794.1","XP_045019051.1,XP_045019053.1,XP_045019054.1,XP_045019055.1","XP_070217227.1,XP_005896493.1,XP_005896494.1,XP_014333915.1,XP_014333917.1"
3,12,0.583,"XP_052504820.1,XP_052504821.1,XP_052504822.1,XP_052504823.1","XP_044785991.1,XP_044785992.1,XP_044785993.1,XP_006069227.1,XP_006069229.1","XP_070217091.1,XP_070217092.1,XP_070217093.1"
3,12,0.583,"XP_052505202.1,XP_052505203.1","XP_044781818.1,XP_006054854.1,XP_006054855.1,XP_006054856.1,XP_006054857.1","XP_070235729.1,XP_070235730.1,XP_070235731.1,XP_070235732.1,XP_070235733.1"
3,12,0.583,"XP_052505340.1,XP_052505342.1,XP_052505343.1","XP_025124971.1,XP_025124976.1,XP_006069351.1,XP_006069352.1,XP_025124996.1","XP_070217252.1,XP_070217253.1,XP_070217254.1,XP_070217255.1"
3,12,0.583,"XP_052505605.1,XP_052505604.1,XP_052505602.1","XP_025126025.2,XP_025126015.2,XP_025126008.2,XP_044786162.1,XP_025125991.2","XP_070217565.1,XP_070217563.1,XP_070217564.1,XP_070217562.1"
3,12,0.583,"XP_052505703.1,XP_052505702.1,XP_052505701.1","XP_045018320.1,XP_045018321.1,XP_045018322.1,XP_045018325.1,XP_045018323.1","XP_070234855.1,XP_070234856.1,XP_070234857.1,XP_070234858.1"
3,12,0.583,"XP_052506492.1,XP_052506493.1,XP_052506494.1,XP_052506495.1","XP_006048393.2,XP_044783479.1,XP_044783480.1,XP_006048392.2,XP_006048395.2","XP_070237153.1,XP_070237154.1,XP_070237155.1"
3,12,0.583,"XP_052506623.1,XP_052506698.1,XP_052506774.1","XP_025128689.1,XP_025128690.1,XP_025128691.1,XP_025128692.1,XP_044789680.1","XP_070215661.1,XP_070215662.1,XP_070215663.1,XP_070215664.1"
3,12,0.583,"XP_052506734.1,XP_052506736.1,XP_052506733.1,XP_052506735.1,XP_052506732.1","XP_006067840.3,XP_006067841.3,XP_006067842.3","XP_070237931.1,XP_070237932.1,XP_070237929.1,XP_070237930.1"
3,12,0.583,"XP_052506939.1,XP_052506940.1","XP_025120023.1,XP_044783968.1,XP_044783969.1,XP_006041717.1,XP_006041718.1","XP_070237910.1,XP_070237911.1,XP_070237912.1,XP_070237913.1,XP_070237914.1"
3,12,0.583,"XP_052508368.1,XP_052508369.1","XP_044785581.1,XP_006044734.1,XP_006044735.1,XP_006044736.1,XP_006044738.1","XP_070240213.1,XP_070240214.1,XP_070240215.1,XP_070240216.1,XP_070240217.1"
3,12,0.583,"XP_052508676.1,XP_052508677.1","XP_025121904.1,XP_025121906.1,XP_025121907.1,XP_025121902.1,XP_044785136.1","XP_070239545.1,XP_070239547.1,XP_070239546.1,XP_070239544.1,XP_070239548.1"
3,12,0.583,"XP_052508688.1,XP_052519311.1,XP_052519312.1,XP_052519313.1,XP_052519314.1","XP_025132753.1,XP_025132752.1,XP_044793424.1,XP_025132754.1","XP_014334210.2,XP_070222760.1,XP_005897484.2"
3,12,0.583,"XP_052515058.1,XP_052515064.1","XP_045020580.1,XP_045020579.1,XP_045020578.1,XP_045020577.1,XP_045020581.1","XP_070238851.1,XP_070238831.1,XP_070238842.1,XP_070238858.1,XP_070238821.1"
3,12,0.583,"XP_052515224.1,XP_052515225.1,XP_052515227.1,XP_052515228.1","XP_006053902.1,XP_006053903.1,XP_006053904.1","XP_070213709.1,XP_070213710.1,XP_070213711.1,XP_070213712.1,XP_005889773.1"
3,12,0.583,"XP_052515619.1,XP_052515620.1,XP_052515621.1","XP_025127507.2,XP_006058352.2,XP_025127508.2,XP_025127509.2","XP_070214436.1,XP_070214437.1,XP_070214438.1,XP_070214439.1,XP_070214440.1"
3,12,0.583,"XP_052515995.1,XP_052515996.1,XP_052515997.1,XP_052515998.1,XP_052515999.1","XP_025127196.1,XP_025127197.1,XP_006079098.1,XP_006079097.1","XP_070214145.1,XP_070214146.1,XP_005904073.1"
3,12,0.583,"XP_052516246.1,XP_052516244.1,XP_052516243.1","XP_025129138.1,XP_025129135.1,XP_044790574.1,XP_044790576.1,XP_044790575.1","XP_070217881.1,XP_070217880.1,XP_070217879.1,XP_070217878.1"
3,12,0.583,"XP_052516861.1,XP_052516862.1,XP_052516863.1","XP_006058503.3,XP_006058504.3,XP_006058505.3,XP_006058508.3","XP_005897774.2,XP_070219592.1,XP_070219593.1,XP_070219594.1,XP_070219596.1"
3,12,0.583,"XP_052516869.1,XP_052516871.1,XP_052516872.1,XP_052516873.1,XP_052516874.1","XP_006064978.1,XP_006064979.1,XP_006064980.1","XP_005888123.3,XP_005888122.2,XP_070219993.1,XP_070219994.1"
3,12,0.583,"XP_052517134.1,XP_052517135.1","XP_006061207.2,XP_006061206.2,XP_025130106.2,XP_025130107.2,XP_025130108.2","XP_070219964.1,XP_070219958.1,XP_070219961.1,XP_070219962.1,XP_070219963.1"
3,12,0.583,"XP_052517578.1,XP_052517586.1,XP_052517595.1","XP_025130329.1,XP_045020188.1,XP_006070566.1,XP_006070568.1,XP_006070569.1","XP_070218846.1,XP_070218847.1,XP_005894545.1,XP_014333327.1"
3,12,0.583,"XP_052518899.1,XP_052518900.1","XP_025132919.1,XP_044793296.1,XP_025132922.1,XP_044793297.1,XP_006042099.1","XP_070221460.1,XP_070221461.1,XP_070221462.1,XP_070221463.1,XP_070221464.1"
3,12,0.583,"XP_052519082.1,XP_052519084.1,XP_052519085.1,XP_052519086.1","XP_006071651.1,XP_025131892.1,XP_025131893.1,XP_025131894.1,XP_044792503.1","XP_070221806.1,XP_070221807.1,XP_014336941.1"
3,12,0.583,"XP_052519147.1,XP_052519130.1,XP_052519139.1","XP_025134557.1,XP_025134558.1,XP_006048607.1,XP_006048608.1,XP_006048609.1","XP_070238777.1,XP_070238782.1,XP_070238789.1,XP_070238797.1"
3,12,0.5,"XP_052491725.1,XP_052491726.1,XP_052491729.1,XP_052491728.1,XP_052491730.1","XP_025134551.2,XP_044794077.2,XP_044794074.2,XP_044794079.2,XP_044794076.2,XP_044794075.2",XP_070238872.1
3,12,0.5,"XP_052492272.1,XP_052492271.1","XP_044789771.1,XP_044789775.1,XP_025130716.1,XP_044789768.1,XP_006070308.1,XP_044789769.1","XP_070214497.1,XP_070214503.1,XP_005887639.1,XP_070214512.1"
3,12,0.5,"XP_052492570.1,XP_052492569.1,XP_052492568.1","XP_044800347.1,XP_006058162.1,XP_044800346.1,XP_044800345.1,XP_025143699.1,XP_044800344.1","XP_070223266.1,XP_005894962.1,XP_070223265.1"
3,12,0.5,"XP_052492618.1,XP_052492617.1","XP_006048001.1,XP_006048002.1,XP_006048003.1,XP_025144780.1","XP_070224326.1,XP_070224327.1,XP_070224328.1,XP_070224329.1,XP_005904997.1,XP_005904998.1"
3,12,0.5,XP_052492763.1,"XP_044800197.2,XP_025145151.2,XP_025145152.2,XP_025145154.2,XP_025145153.2","XP_070223416.1,XP_070223412.1,XP_070223413.1,XP_070223414.1,XP_070223415.1,XP_005898760.1"
3,12,0.5,XP_052493017.1,"XP_025143290.1,XP_006048564.1,XP_006048567.1,XP_006048568.1,XP_006048569.1,XP_006048570.1","XP_070222286.1,XP_070222288.1,XP_070222292.1,XP_070222300.1,XP_005909252.1"
3,12,0.5,XP_052493828.1,"XP_025144097.1,XP_044800658.1,XP_044800659.1,XP_044800660.1,XP_006063428.1,XP_006063429.1","XP_070223831.1,XP_070223832.1,XP_070223833.1,XP_070223834.1,XP_070223835.1"
3,12,0.5,"XP_052493932.1,XP_052493933.1","XP_006042713.1,XP_025143598.1,XP_044800276.1,XP_006042709.1,XP_006042710.1,XP_006042711.1","XP_005910068.1,XP_070219711.1,XP_005910067.1,XP_014338542.1"
3,12,0.5,"XP_052494494.1,XP_052494495.1,XP_052494496.1","XP_006055719.2,XP_044802631.1,XP_025147026.2,XP_025147028.2,XP_025147027.2,XP_044802629.1","XP_070225587.1,XP_005901461.2,XP_070225586.1"
3,12,0.5,"XP_052494675.1,XP_052494677.1,XP_052494678.1,XP_052494679.1,XP_052494680.1,XP_052494681.1","XP_045022391.1,XP_006074437.2,XP_006074438.2","XP_070225355.1,XP_070225356.1,XP_070225357.1"
3,12,0.5,"XP_052494837.1,XP_052494834.1,XP_052494835.1,XP_052494836.1","XP_006072310.2,XP_006072312.2,XP_025147912.1,XP_006072311.2,XP_025147908.1,XP_025147909.1","XP_070225224.1,XP_070225225.1"
3,12,0.5,XP_052495036.1,"XP_025146681.3,XP_045022291.1,XP_025146684.3,XP_025146683.3,XP_045022290.1,XP_025146685.3","XP_070225883.1,XP_070225886.1,XP_070225884.1,XP_070225885.1,XP_070225887.1"
3,12,0.5,"XP_052497199.1,XP_052497203.1,XP_052497201.1,XP_052497200.1,XP_052497204.1","XP_044797636.2,XP_044797637.2,XP_044797638.2,XP_044797639.2,XP_044797640.2,XP_044797641.2",XP_070226809.1
3,12,0.5,"XP_052497253.1,XP_052497254.1,XP_052497255.1","XP_025140095.1,XP_006063782.1,XP_025140094.1,XP_006063780.1,XP_025140093.1,XP_006063779.2","XP_070226982.1,XP_070226983.1,XP_005902155.1"
3,12,0.5,XP_052498141.1,"XP_045022230.1,XP_006045935.3,XP_025145871.2,XP_044801829.2,XP_045022229.1,XP_045022228.1","XP_070228462.1,XP_070228461.1,XP_070228458.1,XP_070228459.1,XP_070228460.1"
3,12,0.5,"XP_052499298.1,XP_052499296.1,XP_052499295.1,XP_052499292.1,XP_052499293.1,XP_052499294.1","XP_025149272.3,XP_025149273.3","XP_070229786.1,XP_070229782.1,XP_070229783.1,XP_070229784.1"
3,12,0.5,"XP_052499793.1,XP_052499794.1","XP_025148375.1,XP_025148376.1,XP_025148377.1,XP_025148378.1","XP_070230550.1,XP_070230551.1,XP_070230552.1,XP_070230553.1,XP_070230554.1,XP_070230555.1"
3,12,0.5,XP_052499981.1,"XP_025148586.1,XP_044803603.1,XP_006050540.1,XP_006050541.1,XP_006050542.1,XP_006050543.1","XP_070230355.1,XP_070230356.1,XP_070230357.1,XP_070230358.1,XP_070230360.1"
3,12,0.5,XP_052500036.1,"XP_006080303.3,XP_025148013.3,XP_006080306.3,XP_044803242.2,XP_006080305.3","XP_070229223.1,XP_070229224.1,XP_070229225.1,XP_070229226.1,XP_070229227.1,XP_005907596.1"
3,12,0.5,"XP_052500380.1,XP_052500381.1,XP_052500382.1,XP_052500383.1,XP_052500384.1,XP_052500385.1",XP_006052812.1,"XP_070230348.1,XP_070230349.1,XP_070230351.1,XP_070230352.1,XP_005909781.1"
3,12,0.5,"XP_052500610.1,XP_052500607.1,XP_052500609.1","XP_025137579.3,XP_025137580.3,XP_025137581.3,XP_044796012.2,XP_044796013.2,XP_044796014.2","XP_070231656.1,XP_070231657.1,XP_070231658.1"
3,12,0.5,"XP_052500749.1,XP_052500750.1,XP_052500751.1,XP_052500752.1,XP_052500753.1,XP_052500754.1","XP_025137840.1,XP_006063153.1,XP_006063154.1","XP_005904120.1,XP_005904121.1,XP_014336400.1"
3,12,0.5,XP_052501253.1,"XP_025137191.1,XP_044795672.1,XP_044795673.1,XP_044795674.1,XP_044795676.1,XP_044795677.1","XP_070232079.1,XP_070232080.1,XP_070232081.1,XP_070232082.1,XP_070232083.1"
3,12,0.5,"XP_052501759.1,XP_052509106.1","XP_025150192.1,XP_025150193.1,XP_025150196.1,XP_025150197.1,XP_006080341.1,XP_006080342.1","XP_070232949.1,XP_070232950.1,XP_070232951.1,XP_005908117.1"
3,12,0.5,"XP_052502389.1,XP_052502390.1,XP_052502391.1,XP_052502388.1","XP_025151809.2,XP_006062144.2,XP_025151810.2,XP_006062145.2,XP_006062148.2,XP_006062147.2","XP_070234399.1,XP_070234400.1"
3,12,0.5,XP_052502455.1,"XP_006055268.1,XP_006055267.1,XP_006055266.1,XP_044780698.1,XP_006055264.1","XP_070233689.1,XP_070233688.1,XP_005893886.1,XP_070233685.1,XP_070233686.1,XP_070233687.1"
3,12,0.5,XP_052502802.1,"XP_025151577.1,XP_025151571.1,XP_025151572.1,XP_044781063.1,XP_044781064.1,XP_044781065.1","XP_070234190.1,XP_070234192.1,XP_070234193.1,XP_070234194.1,XP_070234195.1"
3,12,0.5,"XP_052503281.1,XP_052503282.1,XP_052503280.1,XP_052503283.1","XP_025142981.3,XP_025142979.3,XP_025142962.3,XP_025142966.3,XP_025142968.3,XP_025142970.3","XP_070228274.1,XP_070228266.1"
3,12,0.5,XP_052503511.1,"XP_025116719.2,XP_025116722.2,XP_044781790.1,XP_044781791.1,XP_044781792.1","XP_070235761.1,XP_070235763.1,XP_070235764.1,XP_070235765.1,XP_070235766.1,XP_070235767.1"
3,12,0.5,"XP_052503769.1,XP_052503770.1,XP_052503768.1,XP_052503771.1","XP_025116781.1,XP_025116789.1","XP_070217357.1,XP_070217358.1,XP_070217359.1,XP_070217360.1,XP_070217361.1,XP_005900141.1"
3,12,0.5,"XP_052503972.1,XP_052503973.1,XP_052503974.1,XP_052503975.1,XP_052503976.1","XP_025123824.1,XP_025123832.1,XP_025123841.1,XP_044784860.1,XP_006059233.1,XP_025123819.1",XP_005901680.1
3,12,0.5,"XP_052504539.1,XP_052504540.1,XP_052504541.1","XP_045018534.1,XP_045018535.1,XP_045018536.1,XP_045018538.1,XP_045018542.1,XP_045018543.1","XP_070216861.1,XP_070216862.1,XP_070216863.1"
3,12,0.5,XP_052504848.1,"XP_044781919.1,XP_006074807.3,XP_044781920.1,XP_044781921.1,XP_044781922.1","XP_070235558.1,XP_014335144.1,XP_070235559.1,XP_070235560.1,XP_070235561.1,XP_005900432.1"
3,12,0.5,"XP_052505170.1,XP_052505171.1,XP_052505172.1","XP_006074825.4,XP_006074824.4,XP_006074823.4","XP_070235537.1,XP_005900420.2,XP_005900421.2,XP_005900419.2,XP_070235536.1,XP_005900418.2"
3,12,0.5,XP_052505455.1,"XP_025117419.1,XP_025117422.1,XP_025117424.1,XP_044782254.1,XP_044782255.1,XP_044782256.1","XP_070235124.1,XP_070235125.1,XP_070235126.1,XP_070235127.1,XP_070235128.1"
3,12,0.5,"XP_052505686.1,XP_052505687.1,XP_052505688.1,XP_052505689.1,XP_052505690.1,XP_052505691.1","XP_006047401.1,XP_006047402.1,XP_006047403.1,XP_006047404.1","XP_005886692.2,XP_070217465.1"
3,12,0.5,XP_052506249.1,"XP_006056294.2,XP_006056295.2,XP_025118375.2,XP_025118376.2,XP_025118377.2,XP_045018474.1","XP_070236852.1,XP_070236853.1,XP_070236854.1,XP_070236855.1,XP_070236856.1"
3,12,0.5,XP_052506459.1,"XP_025119114.3,XP_006072345.3,XP_006072346.3,XP_025119115.3,XP_044783497.2,XP_025119117.3","XP_070237179.1,XP_070237180.1,XP_070237181.1,XP_005909349.1,XP_070237182.1"
3,12,0.5,"XP_052506613.1,XP_052506614.1","XP_025119316.3,XP_025119312.3,XP_025119313.3,XP_025119314.3,XP_025119315.3,XP_044783622.2","XP_070237784.1,XP_070237785.1,XP_070237786.1,XP_070237787.1"
3,12,0.5,XP_052506904.1,"XP_025119583.3,XP_025119585.3,XP_025119584.3,XP_025119586.3,XP_025119587.3,XP_025119589.3","XP_070237558.1,XP_070237559.1,XP_070237560.1,XP_070237561.1,XP_070237562.1"
3,12,0.5,XP_052506922.1,"XP_044783841.1,XP_044783842.1,XP_006047794.1,XP_006047795.1,XP_006047796.1,XP_006047798.1","XP_070237364.1,XP_070237365.1,XP_070237366.1,XP_070237367.1,XP_070237368.1"
3,12,0.5,"XP_052507245.1,XP_052507246.1,XP_052507247.1,XP_052507248.1,XP_052507249.1","XP_006051431.2,XP_006051430.4,XP_025119139.3,XP_025119141.3,XP_044783522.2,XP_025119140.3",XP_014334243.2
3,12,0.5,XP_052507485.1,"XP_025150735.2,XP_025150736.2,XP_025150737.2,XP_025150738.2,XP_044780482.1,XP_025150739.2","XP_070232263.1,XP_070232264.1,XP_070232265.1,XP_070232266.1,XP_070232267.1"
3,12,0.5,XP_052508493.1,"XP_006051668.3,XP_006051667.3,XP_044785416.2,XP_044785417.2,XP_006051669.3,XP_044785418.2","XP_070239982.1,XP_070239984.1,XP_070239985.1,XP_070239986.1,XP_070239987.1"
3,12,0.5,"XP_052508529.1,XP_052508528.1","XP_025122275.1,XP_025122276.1,XP_025122274.1,XP_025122268.1,XP_025122277.1,XP_025122269.1","XP_005886704.1,XP_005886705.1,XP_070239917.1,XP_070239921.1"
3,12,0.5,XP_052510228.1,"XP_025141333.1,XP_044798717.1,XP_044798719.1,XP_006048639.1,XP_006048640.1,XP_006048641.1","XP_070240958.1,XP_070240960.1,XP_070240961.1,XP_070240962.1,XP_070240963.1"
